split_id,predictive_model_id,job_id,encoding_value_encoding,encoding_prefix_length,encoding_task_generation_type,labelling_type,labelling_attribute_name,clustering_method,predictive_model,evaluation_elapsed_time,evaluation_f1_score,evaluation_accuracy,evaluation_precision,evaluation_recall,evaluation_auc,evaluation_true_positive,evaluation_false_positive,evaluation_true_negative,evaluation_false_negative,hyperparameter_optimizer_performance_metric,hyperparameter_optimizer_max_evaluations
16,285144,456,simpleIndex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.099724,0.326584855510943,0.484968088679879,0.24248404433994,0.5,0.5,0.0,0.0,5775.0,6133.0,auc,1000
1,57479,61,complex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.453692,0.509421052631579,0.510460251046025,0.510717767926012,0.510819978950633,0.51408871646888,2109.0,2456.0,2527.0,1990.0,auc,1000
36,24331,846,simpleIndex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.253824,0.694113120255041,0.705722415428391,0.726171836559012,0.698957106965499,0.779764505016997,4040.0,1108.0,7121.0,3546.0,auc,1000
27,418182,697,simpleIndex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.322286,0.522491006972716,0.55153364116095,0.56354715015351,0.548798505521273,0.544830445285197,4840.0,4146.0,1849.0,1293.0,auc,1000
9,1,154,complex,30,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.227857,0.179238790958658,0.287729435757988,0.210023570276641,0.156325023084026,0.516348667460903,0.0,0.0,3610.0,2274.0,,
40,3,865,complex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.284260,0.816242534716669,0.817325324059437,0.819095849802371,0.815552483505298,0.910116466758597,5856.0,1159.0,7070.0,1730.0,,
24,3,504,complex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.092666,0.42453282223287,0.737718567860117,0.368859283930058,0.5,0.538077322727436,1772.0,630.0,0.0,0.0,,
32,445591,742,complex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.230201,0.396634011554886,0.65736885928393,0.328684429641965,0.5,0.454996741096884,1579.0,823.0,0.0,0.0,auc,1000
24,1,544,complex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.605645,0.594767340709113,0.728412256267409,0.660992010358577,0.591596599084369,0.672098595160235,7015.0,2295.0,830.0,630.0,,
24,2,524,complex,30,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.420144,0.518638807651962,0.667572982255295,0.530699346350108,0.522290201988123,0.520949391918399,4276.0,1501.0,389.0,822.0,,
24,3,564,complex,50,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.836615,0.519410083962458,0.699071494893222,0.586029768960224,0.537063492478744,0.62091485676913,7057.0,2653.0,472.0,588.0,,
14,3,264,complex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.070885,0.274591588460202,0.378533780546239,0.189266890273119,0.5,0.303368045050408,0.0,0.0,790.0,1297.0,,
24,1,484,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.111630,0.42453282223287,0.737718567860117,0.368859283930058,0.5,0.518009423483464,1772.0,630.0,0.0,0.0,,
19,3,389,simpleIndex,10,all_in_one,attribute_string,label,noCluster,perceptron,,,,,,,,,,,,
29,1,669,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.304143,0.591287934469222,0.609285051067781,0.614084201877708,0.59934890595866,0.63533809069312,4411.0,2930.0,2151.0,1278.0,,
30,3,690,simpleIndex,50,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.150825,0.578758355852653,0.591457753017642,0.590939968851651,0.583515410345374,0.628669950043605,4120.0,2831.0,2250.0,1569.0,,
39,1,844,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.358093,0.689025262265305,0.691052797976604,0.691390874930716,0.688908648005163,0.787915653093525,4826.0,2126.0,6103.0,2760.0,,
45,2,1040,simpleIndex,50,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.257160,0.306482834906965,0.44192537738536,0.22096268869268,0.5,0.547862705996961,7758.0,9797.0,0.0,0.0,,
44,1,1059,simpleIndex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.229859,0.213926625976242,0.464198234121333,0.174146258067274,0.277261746793236,0.646279515410579,0.0,0.0,9797.0,7758.0,,
4,2,44,complex,30,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.304526,0.314299032746766,0.458361658735554,0.229180829367777,0.5,0.5,2697.0,3187.0,0.0,0.0,,
20,1,455,complex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.924971,0.326584855510943,0.484968088679879,0.24248404433994,0.5,0.5,5775.0,6133.0,0.0,0.0,,
14,1,309,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.142950,0.538167864281607,0.541951112089848,0.540766366440478,0.541923056049712,0.559979851984514,2872.0,1734.0,2050.0,2426.0,,
39,2,949,simpleIndex,70,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.240668,0.722403442033067,0.722561665535189,0.722990660334987,0.722520812575211,0.81665725643179,6597.0,2647.0,6175.0,2257.0,,
35,3,745,complex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.176026,0.899333046458901,0.911323896752706,0.910052461662631,0.89095679394729,0.962581866955184,1509.0,143.0,680.0,70.0,,
23,327983,528,simpleIndex,30,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:03.614075,0.427828338094681,0.730681167716085,0.7581424884264,0.502615819877491,0.586052991005914,5095.0,1879.0,11.0,3.0,auc,1000
42,606114,1027,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.323182,0.478244691647203,0.523497579037311,0.628191784935617,0.565330554152361,0.659316478207009,7180.0,7787.0,2010.0,578.0,auc,1000
28,17612,603,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.059112,0.345682375374557,0.528309741881765,0.267834529337273,0.487327188940092,0.5040074710236,1269.0,1100.0,0.0,33.0,auc,1000
31,473761,796,simpleIndex,50,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:13.088042,0.496420345630656,0.518477251624884,0.501058260464901,0.501150513326841,0.497445361586999,3919.0,2084.0,1665.0,3102.0,auc,1000
22,333093,537,simpleIndex,30,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.143887,0.561821398655298,0.639381797366915,0.560452608331079,0.565396119652691,0.604800565010451,3704.0,1126.0,764.0,1394.0,auc,1000
23,337777,543,complex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.698363,0.465140669611593,0.682265552460539,0.510884839947104,0.503562799215173,0.582809428384565,7105.0,2882.0,243.0,540.0,auc,1000
3,40133,28,simpleIndex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.141062,0.349977619456153,0.519885002395783,0.510028999516675,0.500343552526284,0.566256427237691,9.0,9.0,1076.0,993.0,auc,1000
38,24815,843,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.328372,0.699021044720098,0.701359468858679,0.702324152021154,0.698931099837671,0.79896439729126,4849.0,1986.0,6243.0,2737.0,auc,1000
41,583510,986,simpleIndex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.253997,0.513425780485067,0.534834138082398,0.567681059147155,0.551802995162303,0.592022824980041,5937.0,5928.0,2592.0,1490.0,auc,1000
2,68042,82,complex,50,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.562671,0.485322096055483,0.495705791675842,0.486133887781858,0.486489438572728,0.534545290043724,1606.0,2087.0,2896.0,2493.0,auc,1000
2,86504,112,complex,70,all_in_one,attribute_string,label,noCluster,perceptron,0:00:03.486076,0.355453315290934,0.551477997984548,0.275738998992274,0.5,0.476649829004657,0.0,0.0,6567.0,5341.0,auc,1000
33,452864,758,simpleIndex,30,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.095220,0.518713762135909,0.564825414997138,0.518776994626968,0.518670592391902,0.516193661764117,3055.0,1535.0,892.0,1506.0,auc,1000
1,80829,71,complex,50,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:01.206926,0.543644632876719,0.549548557586435,0.543959174008702,0.543627915297471,0.570834518749452,1979.0,1971.0,3012.0,2120.0,auc,1000
21,320287,516,simpleIndex,30,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.116869,0.547923787828189,0.620349170005724,0.547515171138753,0.5531841514776,0.576685690622529,3566.0,1121.0,769.0,1532.0,auc,1000
31,458820,766,simpleIndex,30,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.177249,0.394925967616244,0.652690326273612,0.326345163136806,0.5,0.5,4561.0,2427.0,0.0,0.0,auc,1000
38,555057,938,simpleIndex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.370910,0.688134369378726,0.694840461642906,0.713717619955411,0.695108210745084,0.782754946780942,4845.0,1385.0,7437.0,4009.0,auc,1000
32,441538,737,simpleIndex,10,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.097495,0.396634011554886,0.65736885928393,0.328684429641965,0.5,0.537033759466017,1579.0,823.0,0.0,0.0,auc,1000
33,480784,808,simpleIndex,50,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.766224,0.258962764239647,0.348467966573816,0.590765514678558,0.50022270573487,0.646438100627812,5.0,1.0,3748.0,7016.0,auc,1000
33,488781,818,simpleIndex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.228192,0.556962381375659,0.610653034300792,0.569557958325568,0.55892119943399,0.541627227410893,5814.0,2987.0,1592.0,1735.0,auc,1000
3,93822,118,simpleIndex,70,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.204768,0.356991765420618,0.551477997984548,0.525777964676198,0.500157294446565,0.603202847938979,9.0,9.0,6558.0,5332.0,auc,1000
11,224440,351,complex,70,all_in_one,attribute_string,label,noCluster,perceptron,0:00:01.224003,0.364771151178918,0.574235807860262,0.287117903930131,0.5,0.5,6838.0,5070.0,0.0,0.0,auc,1000
37,552743,937,simpleIndex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.324673,0.6879450346551,0.694670739986422,0.713578941068246,0.694938795791391,0.782101368393502,4842.0,1385.0,7437.0,4012.0,auc,1000
37,24721,842,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.424739,0.698646393777582,0.701296237748973,0.702683207116164,0.698638581723911,0.799628536196459,4804.0,1942.0,6287.0,2782.0,auc,1000
16,30076,361,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.042509,0.364494518879415,0.573550551030187,0.286775275515093,0.5,0.5,0.0,0.0,1197.0,890.0,auc,1000
32,464307,777,simpleIndex,30,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.137666,0.592037438736316,0.673153978248426,0.62743757986475,0.592210503284371,0.607566506560747,3910.0,1633.0,794.0,651.0,auc,1000
22,345831,567,simpleIndex,50,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.339450,0.569907373932766,0.709285051067781,0.62093016319023,0.57093431000654,0.575525546108568,6885.0,2371.0,754.0,760.0,auc,1000
26,369385,616,simpleIndex,10,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.088774,0.352515070506448,0.542464612822648,0.771137026239067,0.500454545454545,0.564715472699344,1302.0,1099.0,1.0,0.0,auc,1000
1,74538,41,complex,30,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:02.645607,0.450123630503953,0.5406186267845,0.521925157356412,0.510374692609564,0.528888156709119,397.0,403.0,2784.0,2300.0,auc,1000
43,629595,1058,simpleIndex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.326817,0.490005069013371,0.527029336371404,0.613969657829329,0.56595962356539,0.666241419032711,6991.0,7536.0,2261.0,767.0,auc,1000
12,217848,337,simpleIndex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.193568,0.542435534637887,0.543080282163252,0.548791736226631,0.549622771690628,0.574674720626641,3457.0,2060.0,3010.0,3381.0,auc,1000
1,58872,66,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.209844,0.51356902814983,0.517286941202378,0.532976745123929,0.530825690489895,0.531527637979866,2746.0,3031.0,1952.0,1353.0,auc,1000
36,565700,956,simpleIndex,70,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.558942,0.716489181575987,0.716508259787282,0.716596627212866,0.716525458946428,0.803154719470703,6260.0,2417.0,6405.0,2594.0,auc,1000
18,244634,383,complex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.088190,0.364494518879415,0.573550551030187,0.286775275515093,0.5,0.5,1197.0,890.0,0.0,0.0,auc,1000
28,384422,638,simpleIndex,30,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.196837,0.506792080976487,0.524470520892959,0.515839361414105,0.514341372896014,0.518800507415494,2494.0,2096.0,1171.0,1227.0,auc,1000
22,339834,547,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.165133,0.546352724522647,0.59108635097493,0.549513883549,0.557490438194899,0.576308656638326,4874.0,1633.0,1492.0,2771.0,auc,1000
22,317395,507,simpleIndex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.104175,0.42453282223287,0.737718567860117,0.368859283930058,0.5,0.534980651402773,1772.0,630.0,0.0,0.0,auc,1000
38,516475,868,simpleIndex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.292398,0.663780557229516,0.6677205184951,0.669383411514066,0.664417574737533,0.757615547017763,4424.0,2093.0,6136.0,3162.0,auc,1000
31,450143,756,simpleIndex,30,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.214884,0.524763942205885,0.56983400114482,0.524811276342238,0.524724453493896,0.532345587402989,3067.0,1512.0,915.0,1494.0,auc,1000
12,176035,267,simpleIndex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.044426,0.530517123348638,0.53378054623862,0.543285804546949,0.545733581878337,0.607156729746347,644.0,320.0,470.0,653.0,auc,1000
39,3,929,simpleIndex,50,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.163468,0.643417738128783,0.643754243041412,0.644389125944405,0.643811966787141,0.720943607109503,5418.0,2861.0,5961.0,3436.0,,
45,1,1060,simpleIndex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.217911,0.485032037994333,0.52657362574765,0.624666800688244,0.567214617866695,0.668767715745909,7115.0,7668.0,2129.0,643.0,,
14,1,244,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.086310,0.53405208170514,0.536655486344034,0.548427531948719,0.551015488517806,0.587261255282395,638.0,308.0,482.0,659.0,,
30,1,670,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.221259,0.611339850712403,0.630176415970288,0.639963518173938,0.619723374633798,0.658197648092119,4579.0,2873.0,2208.0,1110.0,,
25,1,485,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.138891,0.42621934152956,0.738134887593672,0.869012911286964,0.500793650793651,0.550191694435487,1772.0,629.0,1.0,0.0,,
34,2,829,simpleIndex,70,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.189256,0.608828827443776,0.66787598944591,0.643297035077817,0.60926949390357,0.577245088223345,6406.0,2885.0,1694.0,1143.0,,
9,2,199,simpleIndex,50,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.148864,0.380575637702905,0.61440211407179,0.307201057035895,0.5,0.5,0.0,0.0,5580.0,3502.0,,
15,3,265,complex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.123084,0.383274231678487,0.621466219453761,0.310733109726881,0.5,0.730097693801665,1297.0,790.0,0.0,0.0,,
24,1,549,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.106543,0.647684361064264,0.696843082636954,0.64352653389394,0.655538417266187,0.7028780117724,5764.0,1384.0,1741.0,1881.0,,
34,3,809,simpleIndex,50,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.127168,0.526635408917109,0.661281337047354,0.608601515801818,0.550016794109536,0.497579034416774,6433.0,3060.0,689.0,588.0,,
40,2,950,simpleIndex,70,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.244974,0.73834541049081,0.738685222901109,0.74006262049241,0.738752885226407,0.82536824868031,6210.0,1975.0,6847.0,2644.0,,
5,1,5,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.116731,0.440683727162794,0.528509822712027,0.531247218584307,0.513562736278595,0.516358987094935,138.0,120.0,965.0,864.0,,
35,1,725,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.090164,0.425110366951258,0.653205661948376,0.541958540888335,0.504978003365866,0.58919660150656,1541.0,795.0,28.0,38.0,,
20,3,390,simpleIndex,10,all_in_one,attribute_string,label,noCluster,perceptron,,,,,,,,,,,,
45,2,980,simpleIndex,10,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.121480,0.600041031864282,0.601868690035743,0.613564669701526,0.609364480947893,0.663316041394455,5338.0,4260.0,4260.0,2089.0,,
15,1,310,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.146852,0.536213475275671,0.539418630257652,0.539455348628951,0.540583147176684,0.582368556046919,2827.0,1712.0,2072.0,2471.0,,
20,2,410,simpleIndex,30,all_in_one,attribute_string,label,noCluster,SGDClassifier,,,,,,,,,,,,
44,3,1079,simpleIndex,70,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.342215,0.358182217022521,0.55807462261464,0.27903731130732,0.5,0.575584329667449,0.0,0.0,9797.0,7758.0,,
10,1,155,complex,30,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.310004,0.0543667776192741,0.0582936777702243,0.191834451901566,0.0316712834718375,0.504794168451263,0.0,0.0,3610.0,2274.0,,
40,1,845,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.270896,0.688129703748735,0.690483717989251,0.691164597335105,0.688088842783572,0.788704949799595,4773.0,2082.0,6147.0,2813.0,,
29,2,649,simpleIndex,30,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.085735,0.411701074913328,0.48225529479107,0.516112213052303,0.50689396222122,0.568430141980751,475.0,372.0,2895.0,3246.0,,
14,3,354,complex,70,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.707710,0.298621745788668,0.425764192139738,0.212882096069869,0.5,0.268450410255257,0.0,0.0,5070.0,6838.0,,
12,214598,332,complex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.934067,0.541107210829099,0.5472791400739,0.5413706949219,0.542008459513578,0.555691336209706,3949.0,2502.0,2568.0,2889.0,auc,1000
3,87845,108,simpleIndex,70,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:01.942686,0.355453315290934,0.551477997984548,0.275738998992274,0.5,0.5,0.0,0.0,6567.0,5341.0,auc,1000
22,334649,522,complex,30,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:20.650911,0.295524582027958,0.323840870062965,0.581640057255938,0.526927563667462,0.611208099036659,431.0,58.0,1832.0,4667.0,auc,1000
27,493467,672,complex,50,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:20.243194,0.695810896420652,0.701949860724234,0.706212212197868,0.696148653026802,0.743137616387073,4545.0,2066.0,3015.0,1144.0,auc,1000
19,2,434,complex,50,all_in_one,attribute_string,label,noCluster,SGDClassifier,,,,,,,,,,,,
28,380055,628,simpleIndex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.186904,0.351511879049676,0.542048293089092,0.271024146544546,0.5,0.542889959502863,1302.0,1100.0,0.0,0.0,auc,1000
12,226821,352,complex,70,all_in_one,attribute_string,label,noCluster,perceptron,0:00:01.502615,0.298621745788668,0.425764192139738,0.212882096069869,0.5,0.5,0.0,0.0,5070.0,6838.0,auc,1000
18,295377,473,complex,70,all_in_one,attribute_string,label,noCluster,perceptron,0:00:01.787502,0.326584855510943,0.484968088679879,0.24248404433994,0.5,0.503904743552551,5775.0,6133.0,0.0,0.0,auc,1000
6,125575,161,complex,30,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:03.516823,0.255146888734675,0.562372535690007,0.219023034154091,0.305540166204986,0.678133580375045,0.0,0.0,3610.0,2274.0,auc,1000
26,387872,651,complex,30,all_in_one,attribute_string,label,noCluster,perceptron,0:00:03.897794,0.686661241533504,0.687750429307384,0.686553454789137,0.686819001543782,0.746789353224574,2609.0,1070.0,2197.0,1112.0,auc,1000
41,617578,1041,complex,50,all_in_one,attribute_string,label,noCluster,perceptron,0:00:03.914904,0.342141443548668,0.455027057818285,0.591817356182254,0.510021350402077,0.575574060623227,7630.0,9439.0,358.0,128.0,auc,1000
26,374049,621,complex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.141554,0.484117564300748,0.485845129059117,0.484499190468557,0.48440441279151,0.501094470046083,653.0,586.0,514.0,649.0,auc,1000
26,411495,691,complex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:01.304983,0.554829587839986,0.554831794195251,0.554935630723164,0.554928974319189,0.561384663859918,3351.0,2617.0,3378.0,2782.0,auc,1000
36,547700,926,simpleIndex,50,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.664559,0.681411141931382,0.703326544467074,0.781907994348772,0.703803667208347,0.803641116933727,3898.0,288.0,8534.0,4956.0,auc,1000
23,313483,503,complex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.135136,0.42453282223287,0.737718567860117,0.368859283930058,0.5,0.5,1772.0,630.0,0.0,0.0,auc,1000
26,400843,666,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.359863,0.528686431447601,0.531754874651811,0.529113811499704,0.528885370411186,0.558248153511289,3298.0,2652.0,2429.0,2391.0,auc,1000
33,447594,748,simpleIndex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.158759,0.396634011554886,0.65736885928393,0.328684429641965,0.5,0.527219343802351,1579.0,823.0,0.0,0.0,auc,1000
32,486191,817,simpleIndex,70,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.235076,0.546045526189912,0.609910949868074,0.564513438504236,0.551107778890372,0.543996446771245,5973.0,3155.0,1424.0,1576.0,auc,1000
8,126291,183,complex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.414200,0.24918696249187,0.569478088526756,0.208792539663316,0.308960573476703,0.531038024354746,0.0,0.0,5580.0,3502.0,auc,1000
28,430810,718,simpleIndex,70,all_in_one,attribute_string,label,noCluster,perceptron,0:00:01.267077,0.331663943287025,0.494640501319261,0.663903096298741,0.500324228013806,0.657271298014936,5.0,1.0,5994.0,6128.0,auc,1000
7,95157,127,simpleIndex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.031141,0.22514827995255,0.454719693339722,0.211877651261442,0.240192356365477,0.483303257107357,0.0,0.0,1317.0,770.0,auc,1000
41,634134,1076,simpleIndex,70,all_in_one,attribute_string,label,noCluster,perceptron,0:00:01.611912,0.306482834906965,0.44192537738536,0.22096268869268,0.5,0.5,7758.0,9797.0,0.0,0.0,auc,1000
36,499954,841,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.232216,0.699329658924775,0.703129939930446,0.70638759833188,0.699715670887623,0.801138006875878,4671.0,1780.0,6449.0,2915.0,auc,1000
1,70379,81,complex,50,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.653184,0.31097792276762,0.451332305659546,0.225666152829773,0.5,0.477173646803132,4099.0,4983.0,0.0,0.0,auc,1000
31,463297,776,simpleIndex,30,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.175606,0.345146503187164,0.373497424155695,0.465930582929453,0.481987112932444,0.431108472641202,578.0,395.0,2032.0,3983.0,auc,1000
33,469112,788,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.195417,0.494687209186955,0.511049210770659,0.502538189597607,0.502787487858415,0.515020745787634,3721.0,1966.0,1783.0,3300.0,auc,1000
46,664230,1084,simpleIndex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.111023,0.685942046778553,0.696364211191906,0.711994597973944,0.690098424043344,0.778673310971208,4066.0,1282.0,6947.0,3520.0,auc,1000
46,665933,1085,complex,10,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:01.177604,0.76982635626014,0.77047107176731,0.770294536630017,0.769591456936441,0.889581808908756,5674.0,1718.0,6511.0,1912.0,auc,1000
13,190819,288,simpleIndex,30,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.225274,0.399992121417925,0.443915703602991,0.534363924791514,0.516360056729084,0.550156451780279,510.0,266.0,2102.0,3006.0,auc,1000
42,567592,962,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.241487,0.508754825748537,0.535962877030162,0.576761201713814,0.554698905022975,0.619306721573551,6150.0,6123.0,2397.0,1277.0,auc,1000
23,303746,488,simpleIndex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.054664,0.461771251900863,0.703580349708576,0.491760361552028,0.497321652513526,0.492360439284819,1650.0,590.0,40.0,122.0,auc,1000
36,507826,856,simpleIndex,10,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.252234,0.717482344162845,0.718558330698704,0.718371745295578,0.717234823491297,0.814183853397396,5194.0,2059.0,6170.0,2392.0,auc,1000
32,21271,722,complex,10,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.081352,0.494982659176557,0.626977518734388,0.53125777016562,0.517316048962807,0.523486803173795,1367.0,684.0,139.0,212.0,auc,1000
31,467041,786,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.167655,0.517947810019025,0.540297121634169,0.521374479281597,0.523169108685831,0.548730727377369,4069.0,1999.0,1750.0,2952.0,auc,1000
42,587092,997,simpleIndex,30,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.245787,0.478244691647203,0.523497579037311,0.628191784935617,0.565330554152361,0.6591502788904,7180.0,7787.0,2010.0,578.0,auc,1000
27,378760,627,simpleIndex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.108310,0.351511879049676,0.542048293089092,0.271024146544546,0.5,0.509677070241586,1302.0,1100.0,0.0,0.0,auc,1000
15,3,355,complex,70,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.823649,0.364771151178918,0.574235807860262,0.287117903930131,0.5,0.737482902425418,6838.0,5070.0,0.0,0.0,,
29,3,629,simpleIndex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.104482,0.351511879049676,0.542048293089092,0.271024146544546,0.5,0.5,1302.0,1100.0,0.0,0.0,,
11,206717,311,complex,50,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:06.298812,0.556875939310178,0.567496146223299,0.638658667057414,0.610262997644809,0.766444435931386,1874.0,504.0,3280.0,3424.0,auc,1000
21,311498,501,complex,10,all_in_one,attribute_string,label,noCluster,perceptron,0:00:00.093187,0.42453282223287,0.737718567860117,0.368859283930058,0.5,0.616073667992404,1772.0,630.0,0.0,0.0,auc,1000
34,1,789,simpleIndex,50,all_in_one,attribute_string,label,noCluster,multinomialNB,0:00:00.231874,0.616664312118858,0.66313834726091,0.622363018421818,0.614030142168852,0.65765087088314,5446.0,2053.0,1696.0,1575.0,,
14,2,289,simpleIndex,30,all_in_one,attribute_string,label,noCluster,SGDClassifier,0:00:00.064544,0.374042553191489,0.597552685248131,0.298776342624065,0.5,0.478495567079451,3516.0,2368.0,0.0,0.0,,
